ExpID;Publication;PublicationName;IonExp;Cells;CellClass;CellOrigin;CellCycle;DNAcontent;PhotonRadiation;PhotonExp;Ion;Charge;IrradiationConditions;LET;Energy;ax_paper;bx_paper;ai_paper;bi_paper;ax_fit;bx_fit;ai_fit;bi_fit
326;14;suzuki00;32;SF126;t;h;a;6;200kVp;16;12C;6;m;77,1;25,1;0,211;0,064;0,894;0,088;0,232068743;0,060423432;0,941236023;0,078016516
327;15;belli00;1;HF19;n;h;a;6;60Co;1;1H;1;m;7,7;5,24;0,64;0;0,55;0;0,560938888;0,018206628;0,552876946;0
328;15;belli00;2;HF19;n;h;a;6;60Co;1;1H;1;m;19,5;1,54;0,64;0;0,54;0;0,560938888;0,018206628;0,527624104;0
329;15;belli00;3;HF19;n;h;a;6;60Co;1;1H;1;m;29;0,86;0,64;0;0,52;0;0,560938888;0,018206628;0,691038724;-0,037438814
330;15;belli00;4;M/10;n;h;a;6;60Co;2;1H;1;m;9,1;4,29;0,52;0;0,5;0;0,653232735;-0,018676684;0,497863838;0
331;15;belli00;5;M/10;n;h;a;6;60Co;2;1H;1;m;21,4;1,35;0,52;0;0,49;0;0,653232735;-0,018676684;0,501561021;0
332;15;belli00;6;M/10;n;h;a;6;60Co;2;1H;1;m;33;0,69;0,52;0;0,93;0;0,653232735;-0,018676684;0,902793101;0
333;15;belli00;7;SCC25;t;h;a;6;60Co;3;1H;1;m;7,7;5,24;0,57;0,031;0,41;0,092;0,646066091;0,01956285;0,529842152;0,061349631
334;15;belli00;8;SCC25;t;h;a;6;60Co;3;1H;1;m;19,7;1,51;0,57;0,031;0,87;0;0,646066091;0,01956285;0,97842004;-0,029721867
335;15;belli00;9;SCC25;t;h;a;6;60Co;3;1H;1;m;29,5;0,84;0,57;0,031;0,81;0;0,646066091;0,01956285;0,801456823;0
336;15;belli00;10;SQ20B;t;h;a;6;60Co;4;1H;1;m;7,7;5,24;0,13;0,017;0,15;0,011;0,10066813;0,023660291;0,161966012;0,008502329
337;15;belli00;11;SQ20B;t;h;a;6;60Co;4;1H;1;m;19,8;1,5;0,13;0,017;0,23;0,004;0,10066813;0,023660291;0,258118261;0
338;15;belli00;12;SQ20B;t;h;a;6;60Co;4;1H;1;m;30;0,81;0,13;0,017;0,57;0;0,10066813;0,023660291;0,576181413;-0,034350261
339;16;tsuruoka05;1;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;38;61,6;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,103689114;0
340;16;tsuruoka05;2;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;55;39;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,223277933;0
341;16;tsuruoka05;3;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;84;23,5;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,862625221;-0,488921569
342;16;tsuruoka05;4;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;91;21,3;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,428013454;-0,272443394
343;16;tsuruoka05;5;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;94;20,5;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,64309896;-0,388917312
344;16;tsuruoka05;6;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;98;19,5;N/A;N/A;N/A;N/A;0,507560841;0,039409137;3,740889761;-0,869746503
345;16;tsuruoka05;7;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;13;291;N/A;N/A;N/A;N/A;0,507560841;0,039409137;0,698084481;0,024198967
346;16;tsuruoka05;8;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;19;157;N/A;N/A;N/A;N/A;0,507560841;0,039409137;0,796388582;0,029636982
347;16;tsuruoka05;9;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;38;61,6;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,063468581;0
348;16;tsuruoka05;10;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;54;39,9;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,38505919;0
349;16;tsuruoka05;11;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;64;32,5;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,877276157;-0,152053265
350;16;tsuruoka05;12;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;73;27,8;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,097856378;-0,117267396
351;16;tsuruoka05;13;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;76;26,5;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,221448863;0
352;16;tsuruoka05;14;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;45;200;N/A;N/A;N/A;N/A;0,507560841;0,039409137;0,844884764;0,069620196
353;16;tsuruoka05;15;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;59;134;N/A;N/A;N/A;N/A;0,507560841;0,039409137;0,950994076;0,086755859
354;16;tsuruoka05;16;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;77;93;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,471167051;0,031588286
355;16;tsuruoka05;17;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;105;62,5;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,024729998;-0,128539682
356;16;tsuruoka05;18;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;132;47;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,890981557;0
357;16;tsuruoka05;19;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;158;37,7;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,052913139;-0,08735572
358;16;tsuruoka05;20;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;177;32,8;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,908511573;-0,401677366
359;16;tsuruoka05;21;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;30;415;N/A;N/A;N/A;N/A;0,507560841;0,039409137;0,877095779;0,041932357
360;16;tsuruoka05;22;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;44;208;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,0539627;0,04389601
361;16;tsuruoka05;23;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;58;138;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,361991813;0
362;16;tsuruoka05;24;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;77;93;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,337732375;0
363;16;tsuruoka05;25;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;105;62,5;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,295984943;0
364;16;tsuruoka05;26;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;127;49;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,184099131;-0,149677811
365;16;tsuruoka05;27;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;156;38;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,989023294;-0,086711081
366;16;tsuruoka05;28;NB1RGB;n;h;a;6;200kVp;1;20Ne;10;m;184;31;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,751419214;-0,418473942
367;16;tsuruoka05;29;NB1RGB;n;h;a;6;200kVp;1;28Si;14;m;55;500;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,386007583;0
368;16;tsuruoka05;30;NB1RGB;n;h;a;6;200kVp;1;28Si;14;m;59;400;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,50692879;-0,045367448
369;16;tsuruoka05;31;NB1RGB;n;h;a;6;200kVp;1;28Si;14;m;69;300;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,476116147;0
370;16;tsuruoka05;32;NB1RGB;n;h;a;6;200kVp;1;28Si;14;m;113;140;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,74139846;0
371;16;tsuruoka05;33;NB1RGB;n;h;a;6;200kVp;1;28Si;14;m;145;100;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,18468766;-0,106106207
372;16;tsuruoka05;34;NB1RGB;n;h;a;6;200kVp;1;28Si;14;m;173;80;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,276424767;-0,14486139
373;16;tsuruoka05;35;NB1RGB;n;h;a;6;200kVp;1;28Si;14;m;214;60;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,115029692;-0,094089637
374;16;tsuruoka05;36;NB1RGB;n;h;a;6;200kVp;1;56Fe;26;m;200;450;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,377614377;-0,153071235
375;16;tsuruoka05;37;NB1RGB;n;h;a;6;200kVp;1;56Fe;26;m;260;270;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,284000542;-0,165740934
376;16;tsuruoka05;38;NB1RGB;n;h;a;6;200kVp;1;56Fe;26;m;300;210;N/A;N/A;N/A;N/A;0,507560841;0,039409137;2,137003976;-0,151554806
377;16;tsuruoka05;39;NB1RGB;n;h;a;6;200kVp;1;56Fe;26;m;350;165;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,904958453;-0,095073511
378;16;tsuruoka05;40;NB1RGB;n;h;a;6;200kVp;1;56Fe;26;m;400;135;N/A;N/A;N/A;N/A;0,507560841;0,039409137;1,993430406;-0,177414407
379;17;belli08;1;HF19;n;h;a;6;60Co/137Cs;1;12C;6;m;39;59;0,64;0;1,71;0;0,554747399;0,019181714;1,140136451;0,137216842
380;17;belli08;2;HF19;n;h;a;6;60Co/137Cs;1;12C;6;m;94;19;0,64;0;1,21;0;0,554747399;0,019181714;1,073103337;-0,061110033
381;17;belli08;3;HF19;n;h;a;6;60Co/137Cs;1;12C;6;m;222;6,7;0,64;0;0,84;0;0,554747399;0,019181714;0,770688814;0
382;17;belli08;4;HF19;n;h;a;6;60Co/137Cs;1;12C;6;m;303;4,5;0,64;0;0,86;0;0,554747399;0,019181714;0,731674279;0
383;17;belli08;5;M/10;n;h;a;6;60Co/137Cs;2;12C;6;m;13;290;0,3;0,068;0,61;0,089;0;0,111998804;0,688021892;0,070192788
384;17;belli08;6;M/10;n;h;a;6;60Co/137Cs;2;12C;6;m;24;135;0,3;0,068;0,58;0,119;0;0,111998804;0,58335995;0,117641821
385;17;belli08;7;M/10;n;h;a;6;60Co/137Cs;2;12C;6;m;39;59;0,3;0,068;1,27;0;0;0,111998804;1,134954994;0,04271848
386;17;belli08;8;M/10;n;h;a;6;60Co/137Cs;2;12C;6;m;94;19;0,3;0,068;2,3;0;0;0,111998804;2,991356001;-0,691806612
387;17;belli08;9;M/10;n;h;a;6;60Co/137Cs;2;12C;6;m;222;6,7;0,3;0,068;1,83;0;0;0,111998804;1,742364987;0
388;17;belli08;10;M/10;n;h;a;6;60Co/137Cs;2;12C;6;m;303;4,5;0,3;0,068;1,91;0;0;0,111998804;1,88430944;0
389;17;belli08;11;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;m;13;290;0,63;0;0,66;0;0,642219929;0;0;0,166985137
390;17;belli08;12;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;m;24;135;0,63;0;0,69;0;0,642219929;0;0,669313294;0
391;17;belli08;13;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;m;94;19;0,63;0;2,51;0;0,642219929;0;2,394609163;0
392;17;belli08;14;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;m;222;6,7;0,63;0;0,93;0;0,642219929;0;0,944093323;0
393;17;belli08;15;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;m;303;4,5;0,63;0;0,87;0;0,642219929;0;0,912698414;0
394;17;belli08;16;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;m;13;290;0,16;0,012;0,2;0,018;0,158166373;0,01252967;0,25061812;0,015551068
395;17;belli08;17;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;m;24;135;0,16;0,012;0,16;0,031;0,158166373;0,01252967;0,20900934;0,028012413
396;17;belli08;18;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;m;39;59;0,16;0,012;0,44;0,039;0,158166373;0,01252967;0,423178247;0,040566105
397;17;belli08;19;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;m;94;19;0,16;0,012;1,02;0;0,158166373;0,01252967;1,276239693;-0,070887915
398;17;belli08;20;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;m;222;6,7;0,16;0,012;0,73;0;0,158166373;0,01252967;0,737801402;0
399;17;belli08;21;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;m;303;4,5;0,16;0,012;0,72;0;0,158166373;0,01252967;0,730676185;0
400;17;belli08;22;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;m;13;290;0,18;0,025;0,25;0,026;0,138771558;0,031857241;0,293081827;0,018281752
401;17;belli08;23;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;m;24;135;0,18;0,025;0,3;0,025;0,138771558;0,031857241;0,264699509;0,028245411
402;17;belli08;24;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;m;94;19;0,18;0,025;1,37;0;0,138771558;0,031857241;1,379112171;0
403;17;belli08;25;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;m;222;6,7;0,18;0,025;1,1;0;0,138771558;0,031857241;1,325483988;-0,100104321
404;17;belli08;26;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;m;303;4,5;0,18;0,025;0,78;0;0,138771558;0,031857241;0,662193553;0
405;17;belli08;27;M/10;n;h;a;6;60Co/137Cs;2;12C;6;s;40;57;0,3;0,068;0,59;0,118;0;0,111998804;0,652065177;0,110882831
406;17;belli08;28;M/10;n;h;a;6;60Co/137Cs;2;12C;6;s;75;26;0,3;0,068;0,94;0,129;0;0,111998804;1,015513803;0,119787391
407;17;belli08;29;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;s;40;57;0,63;0;0,94;0;0,642219929;0;0,833176488;0,029305437
408;17;belli08;30;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;s;50;43;0,63;0;0,97;0;0,642219929;0;0,800019489;0
409;17;belli08;31;SCC25;t;h;a;6;60Co/137Cs;3;12C;6;s;75;26;0,63;0;1,05;0;0,642219929;0;1,048061528;0
410;17;belli08;32;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;s;40;57;0,16;0,012;0,23;0,065;0,158166373;0,01252967;0,238818715;0,062846214
411;17;belli08;33;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;s;50;43;0,16;0,012;0,34;0,039;0,158166373;0,01252967;0,384362145;0,028845653
412;17;belli08;34;SQ20B;t;h;a;6;60Co/137Cs;4;12C;6;s;75;26;0,16;0,012;0,51;0,05;0,158166373;0,01252967;0,573133853;0,041682542
413;17;belli08;35;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;s;40;57;0,18;0,025;0,52;0,034;0,138771558;0,031857241;0,563415212;0,028172805
414;17;belli08;36;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;s;50;43;0,18;0,025;0,61;0,023;0,138771558;0,031857241;0,763910728;0
415;17;belli08;37;V79;n;r;a;5,6;60Co/137Cs;5;12C;6;s;75;26;0,18;0,025;0,82;0,032;0,138771558;0,031857241;0,863606833;0,023860753
416;18;belli98;1;V79;n;r;a;5,6;N/A;1;1H;1;m;7,7;5,01;0,129;0,046;0,289;0,024;0,106096931;0,051681448;0,285535901;0,024884985
417;18;belli98;2;V79;n;r;a;5,6;N/A;1;1H;1;m;11;3,2;0,129;0,046;0,372;0,036;0,106096931;0,051681448;0,438325027;0,02241558
418;18;belli98;3;V79;n;r;a;5,6;N/A;1;1H;1;m;20;1,41;0,129;0,046;0,469;0,043;0,106096931;0,051681448;0,501822056;0,033191932
419;18;belli98;4;V79;n;r;a;5,6;N/A;1;1H;1;m;30,5;0,76;0,129;0,046;0,721;0;0,106096931;0,051681448;0,732346998;0
420;18;belli98;5;V79;n;r;a;5,6;N/A;1;1H;1;m;34,6;0,64;0,129;0,046;0,653;0;0,106096931;0,051681448;0,873563614;-0,047868995
421;18;belli98;6;V79;n;r;a;5,6;N/A;1;1H;1;m;37,8;0,57;0,129;0,046;0,58;0;0,106096931;0,051681448;0,680490834;-0,020517503
422;19;hall77;1;V79;n;r;a;5,6;250kVp;1;40Ar;18;s;110,9;330;N/A;N/A;0,814;0;0,133394649;0,026561928;0,794737277;0
423;19;hall77;2;V79;n;r;a;5,6;250kVp;1;40Ar;18;s;304,9;72;N/A;N/A;0,744;0;0,133394649;0,026561928;0,525103407;0,039000405
424;19;hall77;3;V79;n;r;a;5,6;250kVp;1;40Ar;18;s;409,2;48;N/A;N/A;0,469;0;0,133394649;0,026561928;0,525612055;0
425;20;bird75;1;V79;n;r;a;5,6;145kVp;1;4He;2;m;19,1;9,93;N/A;N/A;N/A;N/A;0,327610415;0,008087336;0;0,073746252
426;20;bird75;2;V79;n;r;a;5,6;145kVp;1;7Li;3;m;43,4;9,85;N/A;N/A;N/A;N/A;0,327610415;0,008087336;0,374027932;0,157384128
427;20;bird75;3;V79;n;r;a;5,6;145kVp;1;11B;5;m;129,5;9,17;N/A;N/A;N/A;N/A;0,327610415;0,008087336;1,294651189;0,184216009
428;20;bird75;4;V79;n;r;a;5,6;145kVp;1;12C;6;m;191;8,93;N/A;N/A;N/A;N/A;0,327610415;0,008087336;1,1787807;0,075720284
429;20;bird75;5;V79;n;r;a;5,6;145kVp;1;20Ne;10;m;656;6,15;N/A;N/A;N/A;N/A;0,327610415;0,008087336;0,684175585;0,02111751
430;20;bird75;6;V79;n;r;a;5,6;145kVp;1;40Ar;18;m;2000;5,09;N/A;N/A;N/A;N/A;0,327610415;0,008087336;0,375457681;0
431;21;neubeck09;1;RAT-1;t;r;a;5,6;250kVp;1;12C;6;m;13,3;270;0,174;0,026;0,197;0,031;0,200507863;0,026634666;0,210034493;0,027524367
432;21;neubeck09;2;RAT-1;t;r;a;5,6;250kVp;1;12C;6;m;26;100;0,174;0,026;0,292;0,034;0,200507863;0,026634666;0,29503677;0,033319192
433;21;neubeck09;3;RAT-1;t;r;a;5,6;250kVp;1;12C;6;m;163;9,9;0,174;0,026;1,237;0;0,200507863;0,026634666;1,256952404;0
434;21;neubeck09;4;IEC-6;n;r;a;5,6;250kVp;2;12C;6;m;13,3;270;0,35;0,022;0,439;0,008;0,301811348;0,021880143;0,470877382;0
435;21;neubeck09;5;IEC-6;n;r;a;5,6;250kVp;2;12C;6;m;26;100;0,35;0,022;0,551;0,007;0,301811348;0,021880143;0,548542465;0,013053573
436;21;neubeck09;6;IEC-6;n;r;a;5,6;250kVp;2;12C;6;m;163;9,9;0,35;0,022;1,804;0;0,301811348;0,021880143;1,746078899;0
437;22;perris86;1;V79;n;r;a;5,6;60Co;1;1H;1;m;6;7,4;0,14;0,0055;0,21;0,023;0,118131962;0,008828312;0;0,065487164
438;22;perris86;2;V79;n;r;a;5,6;60Co;1;1H;1;m;12;3;0,14;0,0055;0,43;0;0,118131962;0,008828312;0,4087919;0
439;23;bettega83;1;EUE;n;h;a;6;60Co;1;1H;1;m;5,8;8;N/A;N/A;0,71;0;0,488068004;0;0,701836826;0
440;23;bettega83;2;EUE;n;h;a;6;60Co;1;1H;1;m;4;12;N/A;N/A;0,57;0,04;0,488068004;0;0,614742846;0,033154815
441;23;bettega83;3;EUE;n;h;a;6;60Co;1;1H;1;m;1,83;31;N/A;N/A;0,35;0,04;0,488068004;0;0,434932896;0,030887387
442;24;cox77;1;V79;n;r;a;5,6;60Co;1;4He;2;m;20;8,8;0,143;0,0259;0,491;0,018;0,141727222;0,026048533;0,466498842;0,023794617
443;24;cox77;2;V79;n;r;a;5,6;60Co;1;4He;2;m;50;2,9;0,143;0,0259;0,933;0,0245;0,141727222;0,026048533;1,041543338;0
444;24;cox77;3;HF19;n;h;a;6;250kVp;2;4He;2;m;28;5,9;0,792;0;1,253;0;0,82620866;-0,031343817;0,995318732;0,117810242
445;24;cox77;4;HF19;n;h;a;6;250kVp;2;4He;2;m;68;1,9;0,792;0;2,565;0;0,82620866;-0,031343817;2,53613676;0
446;25;wouters96;1;V79;n;r;a;5,6;60Co;1;1H;1;s;2,33;22,8;0,06;0,022;0,109;0,0374;0,13213042;0,021150439;0,063703049;0,042302284
447;25;wouters96;2;V79;n;r;a;5,6;60Co;1;1H;1;s;2,73;18,8;0,06;0,022;0,102;0,0388;0,13213042;0,021150439;0,067334206;0,042586209
448;25;wouters96;3;V79;n;r;a;5,6;60Co;1;1H;1;s;2,89;17,6;0,06;0,022;0,101;0,039;0,13213042;0,021150439;0,066371281;0,042626395
449;25;wouters96;4;V79;n;r;a;5,6;60Co;1;1H;1;s;3,09;16,1;0,06;0,022;0,097;0,0402;0,13213042;0,021150439;0,058322951;0,04434621
450;25;wouters96;5;V79;n;r;a;5,6;60Co;1;1H;1;s;3,29;14,75;0,06;0,022;0,084;0,0426;0,13213042;0,021150439;0,036650874;0,04759922
451;25;wouters96;6;V79;n;r;a;5,6;60Co;1;1H;1;s;3,44;14,05;0,06;0,022;0,085;0,0426;0,13213042;0,021150439;0,046130703;0,046804077
452;25;wouters96;7;V79;n;r;a;5,6;60Co;1;1H;1;s;3,7;12,8;0,06;0,022;0,082;0,0428;0,13213042;0,021150439;0,040525164;0,047235804
453;25;wouters96;8;V79;n;r;a;5,6;60Co;1;1H;1;s;4;11,6;0,06;0,022;0,085;0,0434;0,13213042;0,021150439;0,052274164;0,046831809
454;25;wouters96;9;V79;n;r;a;5,6;60Co;1;1H;1;s;4,41;10,2;0,06;0,022;0,089;0,0432;0,13213042;0,021150439;0,065324542;0,045611833
455;25;wouters96;10;V79;n;r;a;5,6;60Co;1;1H;1;s;5,11;8,55;0,06;0,022;0,093;0,0439;0,13213042;0,021150439;0,070899729;0,046241602
456;25;wouters96;11;V79;n;r;a;5,6;60Co;1;1H;1;s;6,23;6,8;0,06;0,022;0,118;0,0439;0,13213042;0,021150439;0,103961188;0,044274301
457;26;combs09;1;U-87MG;t;h;a;6;250kVp;1;12C;6;s;103;18;0,176;0,027;0,84;0;0,173170117;0,027730428;0,826840005;0
458;26;combs09;2;U-87MG;t;h;a;6;250kVp;1;12C;6;m;170;9,8;0,176;0,027;1,45;0;0,173170117;0,027730428;1,421549841;0
459;26;combs09;3;LN229;t;h;a;6;250kVp;2;12C;6;s;103;18;0,272;0,06;1,31;0;0,192493086;0,076443644;1,668305816;-0,216677343
460;26;combs09;4;LN229;t;h;a;6;250kVp;2;12C;6;m;170;9,8;0,272;0,06;2,16;0;0,192493086;0,076443644;2,172036345;0
461;27;kitajima10;1;SuSa;n;h;G0/G1;6;150kVp;1;12C;6;m;24;120;N/A;N/A;N/A;N/A;1,145635329;-0,059653242;1,056367822;0,050979109
462;27;kitajima10;2;SuSa;n;h;G0/G1;6;150kVp;1;12C;6;m;50;43;N/A;N/A;N/A;N/A;1,145635329;-0,059653242;1,270323111;0
463;27;kitajima10;3;SuSa;n;h;G0/G1;6;150kVp;1;12C;6;m;60;35;N/A;N/A;N/A;N/A;1,145635329;-0,059653242;1,811391164;-0,123484393
464;27;kitajima10;4;SuSa;n;h;G0/G1;6;150kVp;1;56Fe;26;m;200;450;N/A;N/A;N/A;N/A;1,145635329;-0,059653242;1,786090852;0
465;27;kitajima10;5;AT1OS;n;h;G0/G1;6;150kVp;2;12C;6;m;24;120;N/A;N/A;N/A;N/A;2,372352598;0;3,090377632;0
466;27;kitajima10;6;AT1OS;n;h;G0/G1;6;150kVp;2;12C;6;m;40;60;N/A;N/A;N/A;N/A;2,372352598;0;3,60590575;0
467;27;kitajima10;7;AT1OS;n;h;G0/G1;6;150kVp;2;12C;6;m;50;43;N/A;N/A;N/A;N/A;2,372352598;0;3,707656869;0,078986483
468;27;kitajima10;8;AT1OS;n;h;G0/G1;6;150kVp;2;56Fe;26;m;200;450;N/A;N/A;N/A;N/A;2,372352598;0;3,726078521;-0,075082131
469;28;blomquist93;1;LS-174T;t;h;a;6;60Co;1;1H;1;s;4;11,6;0,541;0;0,653;0,004;0,542895301;0;0,690012057;0
470;28;blomquist93;2;V79;n;r;a;5,6;60Co;2;1H;1;s;4;11,6;0,126;0,0345;0,329;0,024;0;0,052746865;0,368845619;0,022350964
471;29;yang85;1;C3H10T1/2;n;r;a;5,6;225kVp;1;12C;6;m;10,5;440;N/A;N/A;N/A;N/A;0,392538744;0,026877423;0,643109581;0
