ExpID;Publication;PublicationName;IonExp;Cells;CellClass;CellOrigin;CellCycle;DNAcontent;PhotonRadiation;PhotonExp;Ion;Charge;IrradiationConditions;LET;Energy;ax_paper;bx_paper;ai_paper;bi_paper;ax_fit;bx_fit;ai_fit;bi_fit
980;94;hamada08;4;Bcl-2;t;h;a;6;60Co;1;20Ne;10;m;321;17,5;N/A;N/A;N/A;N/A;0,26783845;0,007157645;1,392942907;-0,089689506
981;94;hamada08;5;Bcl-2;t;h;a;6;60Co;1;20Ne;10;m;437;13;N/A;N/A;N/A;N/A;0,26783845;0,007157645;1,156096484;-0,058531728
982;94;hamada08;6;Bcl-2;t;h;a;6;60Co;1;40Ar;18;m;1610;11,5;N/A;N/A;N/A;N/A;0,26783845;0,007157645;0,350622088;0
983;94;hamada08;7;Neo;t;h;a;6;60Co;2;4He;2;m;16,2;12,5;N/A;N/A;N/A;N/A;0,623525778;-0,022655076;1,115228048;-0,073371771
984;94;hamada08;8;Neo;t;h;a;6;60Co;2;12C;6;m;76,3;26,7;N/A;N/A;N/A;N/A;0,623525778;-0,022655076;1,767716075;-0,084476951
985;94;hamada08;9;Neo;t;h;a;6;60Co;2;12C;6;m;108;18,3;N/A;N/A;N/A;N/A;0,623525778;-0,022655076;1,825187596;-0,054069207
986;94;hamada08;10;Neo;t;h;a;6;60Co;2;20Ne;10;m;321;17,5;N/A;N/A;N/A;N/A;0,623525778;-0,022655076;1,501302999;-0,116710996
987;94;hamada08;11;Neo;t;h;a;6;60Co;2;20Ne;10;m;437;13;N/A;N/A;N/A;N/A;0,623525778;-0,022655076;1,30221867;-0,107152471
988;94;hamada08;12;Neo;t;h;a;6;60Co;2;40Ar;18;m;1610;11,5;N/A;N/A;N/A;N/A;0,623525778;-0,022655076;0,463817508;-0,014342908
989;95;slonina14;1;HFIB2;t;h;a;6;6MV;1;1H;1;m;7,9;5,7;0,689;0,041;0,855;0,04;0,665477527;0,037254711;1,094240111;0
990;95;slonina14;2;HFIB2;t;h;a;6;6MV;2;1H;1;s;2,25;24;0,582;0,052;0,62;0,041;0,611727454;0,043998058;0,908109762;0
991;95;slonina14;3;HFIB2;t;h;a;6;6MV;2;1H;1;s;2,93;17,8;0,582;0,052;0,686;0,035;0,611727454;0,043998058;0,974118917;0
992;95;slonina14;4;HFIB2;t;h;a;6;6MV;2;1H;1;s;7,5;6,7;0,582;0,052;0,772;0,026;0,611727454;0,043998058;0,806719733;0,021867938
993;95;slonina14;5;HFIB15;t;h;a;6;6MV;3;1H;1;m;7,9;5,7;0,627;0,048;0,63;0,062;0,595613819;0,053550596;0,662232436;0,05799872
994;95;slonina14;6;HFIB15;t;h;a;6;6MV;4;1H;1;s;2,25;24;0,446;0,065;0,5;0,054;0,397084379;0,06864704;0,507915351;0,052064806
995;95;slonina14;7;HFIB15;t;h;a;6;6MV;4;1H;1;s;2,93;17,8;0,446;0,065;0,493;0,054;0,397084379;0,06864704;0,507034983;0,053130654
996;95;slonina14;8;HFIB15;t;h;a;6;6MV;4;1H;1;s;7,5;6,7;0,446;0,065;0,561;0,065;0,397084379;0,06864704;0,766284606;0,031888031
997;95;slonina14;9;HFIB30;t;h;a;6;6MV;5;1H;1;m;7,9;5,7;0,718;0,058;0,814;0,056;0,831296366;0,043913511;1,156907254;0
998;95;slonina14;10;HFIB30;t;h;a;6;6MV;6;1H;1;s;2,25;24;0,8614;0,042;0,861;0,038;0,779550614;0,038174003;0,834181971;0,040686451
999;95;slonina14;11;HFIB30;t;h;a;6;6MV;6;1H;1;s;2,93;17,8;0,8614;0,042;0,894;0,031;0,779550614;0,038174003;0,860600416;0,032613143
1000;95;slonina14;12;HFIB30;t;h;a;6;6MV;6;1H;1;s;7,5;6,7;0,8614;0,042;1,096;0,01;0,779550614;0,038174003;1,16438509;0
1001;96;takahashi14;1;MEF;n;r;a;5,6;200kVp;1;12C;6;m;13;290;N/A;N/A;N/A;N/A;0;0,022306426;0;0,026077869
1002;96;takahashi14;2;MEF;n;r;a;5,6;200kVp;1;12C;6;m;50;40;N/A;N/A;N/A;N/A;0;0,022306426;0;0,06075771
1003;96;takahashi14;3;MEF;n;r;a;5,6;200kVp;1;12C;6;m;70;27;N/A;N/A;N/A;N/A;0;0,022306426;0;0,106302935
1004;96;takahashi14;4;MEF;n;r;a;5,6;200kVp;1;12C;6;m;108;18,3;N/A;N/A;N/A;N/A;0;0,022306426;0,399648371;0,090345834
1005;96;takahashi14;5;MEF;n;r;a;5,6;200kVp;1;56Fe;26;m;200;500;N/A;N/A;N/A;N/A;0;0,022306426;0,08550443;0,132425501
1006;96;takahashi14;6;MEF;n;r;a;5,6;200kVp;1;20Ne;10;m;437;13;N/A;N/A;N/A;N/A;0;0,022306426;0,042967192;0,033054534
1007;96;takahashi14;7;MEF;n;r;a;5,6;200kVp;1;40Ar;18;m;1370;13;N/A;N/A;N/A;N/A;0;0,022306426;0;0,014957929
1008;96;takahashi14;8;MEF;n;r;a;5,6;200kVp;1;12C;6;s;50;40;N/A;N/A;N/A;N/A;0;0,022306426;0;0,061574057
1009;97;tracy15;1;V79;n;r;a;5,6;60Co;1;4He;2;m;112;1;0,143;0,0259;1,398;0;0,141727222;0,026048533;1,336668211;0,020117061
1010;97;tracy15;2;V79;n;r;a;5,6;60Co;1;4He;2;m;131;0,8;0,143;0,0259;1,463;0;0,141727222;0,026048533;1,543433211;0
1011;97;tracy15;3;V79;n;r;a;5,6;60Co;1;4He;2;m;161;0,6;0,143;0,0259;1,295;0;0,141727222;0,026048533;1,189089189;0,034657061
1012;97;tracy15;4;V79;n;r;a;5,6;60Co;1;4He;2;m;190;0,45;0,143;0,0259;1,195;0;0,141727222;0,026048533;1,199012053;0
1013;97;tracy15;5;V79;n;r;a;5,6;60Co;1;4He;2;m;201;0,375;0,143;0,0259;0,965;0;0,141727222;0,026048533;0,724826133;0,093126288
1014;97;tracy15;6;V79;n;r;a;5,6;60Co;1;4He;2;m;181;0,275;0,143;0,0259;0,789;0;0,141727222;0,026048533;0,613152832;0,094833452
1015;98;wada13;1;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;13;290;0,59;0,05;0,43;0,1;0,617205749;0,041621095;0,443797717;0,099822518
1016;98;wada13;2;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;75;27;0,59;0,05;1,32;0;0,617205749;0,041621095;1,630116624;-0,153896966
1017;98;wada13;3;HFL-I;n;h;a;6;200kVp;2;12C;6;m;13;290;0,43;0,06;0,68;0,03;0,420891914;0,058978758;0,682788769;0,028400752
1018;98;wada13;4;HFL-I;n;h;a;6;200kVp;2;12C;6;m;75;27;0,43;0,06;1,21;0;0,420891914;0,058978758;1,267055951;0
1019;99;weber93;1;V79;n;r;a;5,6;60Co;1;16O;8;m;250;10,8;N/A;N/A;N/A;N/A;0,290518475;0,01691101;1,126181094;0
1020;99;weber93;2;V79;n;r;a;5,6;60Co;1;20Ne;10;m;310;14;N/A;N/A;N/A;N/A;0,290518475;0,01691101;0,990893677;0
1021;99;weber93;3;V79;n;r;a;5,6;60Co;1;40Ar;18;m;1800;5,9;N/A;N/A;N/A;N/A;0,290518475;0,01691101;0,136772571;0,001765029
1022;99;weber93;4;V79;n;r;a;5,6;60Co;1;132Xe;54;m;7500;11,4;N/A;N/A;N/A;N/A;0,290518475;0,01691101;0,088493046;-0,000164599
1023;99;weber93;5;V79;n;r;a;5,6;60Co;1;197Au;79;m;11500;9,8;N/A;N/A;N/A;N/A;0,290518475;0,01691101;0,08094691;-0,000425567
1024;99;weber93;6;Caski;t;h;a;6;60Co;2;16O;8;m;250;10,8;N/A;N/A;N/A;N/A;0,336483802;0,01296448;1,172644851;0
1025;99;weber93;7;Caski;t;h;a;6;60Co;2;20Ne;10;m;310;14;N/A;N/A;N/A;N/A;0,336483802;0,01296448;1,076377699;0
1026;99;weber93;8;Caski;t;h;a;6;60Co;2;20Ne;10;m;450;10;N/A;N/A;N/A;N/A;0,336483802;0,01296448;1,445535162;-0,073185498
1027;99;weber93;9;Caski;t;h;a;6;60Co;2;40Ar;18;m;1800;5,9;N/A;N/A;N/A;N/A;0,336483802;0,01296448;0,264430883;-0,003906199
1028;99;weber93;10;Caski;t;h;a;6;60Co;2;132Xe;54;m;7500;11,4;N/A;N/A;N/A;N/A;0,336483802;0,01296448;0,130580117;0
1029;100;wouters15;1;V79;n;r;a;5,6;60Co;1;1H;1;s;1,1;66;0,0722;0,0502;0,1135;0,0484;0,07728407;0,049697545;0;0,046385675
1030;100;wouters15;2;V79;n;r;a;5,6;60Co;1;1H;1;s;2,06;27;0,0722;0,0502;0,1039;0,0546;0,07728407;0,049697545;0,09264543;0,056010758
1031;100;wouters15;3;V79;n;r;a;5,6;60Co;1;1H;1;s;2,41;22;0,0722;0,0502;0,1126;0,0543;0,07728407;0,049697545;0,107685471;0,055273568
1032;100;wouters15;4;V79;n;r;a;5,6;60Co;1;1H;1;s;3,2;16;0,0722;0,0502;0,1328;0,0547;0,07728407;0,049697545;0,116313847;0,057101502
1033;100;wouters15;5;V79;n;r;a;5,6;60Co;1;1H;1;s;4,74;9,8;0,0722;0,0502;0,1411;0,0586;0,07728407;0,049697545;0,132776351;0,059286757
1034;100;wouters15;6;V79;n;r;a;5,6;60Co;1;1H;1;s;1,03;64;0,0722;0,0502;0,1032;0,0505;0,07728407;0,049697545;0,072062407;0,035475172
1035;100;wouters15;7;V79;n;r;a;5,6;60Co;1;1H;1;s;1,95;29;0,0722;0,0502;0,1028;0,054;0,07728407;0,049697545;0,102835196;0,054097763
1036;100;wouters15;8;V79;n;r;a;5,6;60Co;1;1H;1;s;2,28;24;0,0722;0,0502;0,1016;0,0572;0,07728407;0,049697545;0,111447116;0,055200051
1037;100;wouters15;9;V79;n;r;a;5,6;60Co;1;1H;1;s;2,95;17,5;0,0722;0,0502;0,1231;0,0569;0,07728407;0,049697545;0,104680705;0,058772397
1038;100;wouters15;10;V79;n;r;a;5,6;60Co;1;1H;1;s;4,02;12;0,0722;0,0502;0,1205;0,0627;0,07728407;0,049697545;0,111818766;0,063053658
1039;101;yashkin95;1;clone431;n;r;a;5,6;60Co;1;1H;1;m;0,5;179;0,078;0,0236;0,071;0,0298;0,102322171;0,020817303;0,065320128;0,030151965
1040;102;fournier12;1;AG1522D;n;h;a;6;250kVp;1;12C;6;m;290;4,8;N/A;N/A;N/A;N/A;0,410262541;0,05119624;5,590600311;-1,730648029
1041;103;antoccia09;1;HFFF2;n;h;a;6;250kVp;1;1H;1;m;24,5;0,8;0,91;0;0,81;0;1,038584094;-0,042998084;1,034482573;-0,061632897
1042;104;baggio02;1;DLD1;t;h;a;6;60Co;1;1H;1;m;7,7;5,2;0,37;0,12;0,47;0;0,487388412;0,093198377;0,344371146;0
1043;104;baggio02;2;DLD1;t;h;a;6;60Co;1;4He;2;m;79,3;1,5;0,37;0,12;0,97;0;0,487388412;0,093198377;1,174067472;-0,084160057
1044;104;baggio02;3;DLD1;t;h;a;6;60Co;1;4He;2;m;101,7;1;0,37;0,12;1,19;0;0,487388412;0,093198377;1,591019039;-0,114825758
1045;104;baggio02;4;HCT116;t;h;a;6;60Co;2;1H;1;m;7,7;5,2;1,39;0,02;0,32;0,06;0,958348555;0,089998929;0,451847879;0,027343834
1046;104;baggio02;5;HCT116;t;h;a;6;60Co;2;4He;2;m;79,3;1,5;1,39;0,02;0,57;0;0,958348555;0,089998929;0,557616005;0
1047;104;baggio02;6;HCT116;t;h;a;6;60Co;2;4He;2;m;101,7;1;1,39;0,02;0,72;0;0,958348555;0,089998929;0,700718329;0
1048;105;bird80;1;V79;n;r;Sl;5,6;250kVp;1;1H;1;m;10,2;4;N/A;N/A;0,12;0,0149;0,072817143;0,015568574;0,113807976;0,015655968
1049;105;bird80;2;V79;n;r;Sl;5,6;250kVp;1;2H;1;m;20,4;1,45;N/A;N/A;0,208;0,0239;0,072817143;0,015568574;0,203960717;0,024997919
1050;105;bird80;3;V79;n;r;Sl;5,6;250kVp;1;2H;1;m;31;0,8;N/A;N/A;0,272;0,0254;0,072817143;0,015568574;0,257075025;0,02831575
1051;105;bird80;4;V79;n;r;Sl;5,6;250kVp;1;2H;1;m;40;0,55;N/A;N/A;0,364;0,0369;0,072817143;0,015568574;0,323643947;0,046774292
1052;105;bird80;5;V79;n;r;Sl;5,6;250kVp;1;3He;2;m;91;1,25;N/A;N/A;0,879;0;0,072817143;0,015568574;0,905363215;-0,02215397
1053;105;bird80;6;V79;n;r;Sl;5,6;250kVp;1;3He;2;m;91;1,25;N/A;N/A;0,717;0;0,072817143;0,015568574;0,723079095;0
1054;105;bird80;7;V79;n;r;Sl;5,6;250kVp;1;3He;2;m;127;0,75;N/A;N/A;0,822;0;0,072817143;0,015568574;0,704747653;0,020724912
1055;105;bird80;8;V79;n;r;Sl;5,6;250kVp;1;3He;2;m;170;0,46;N/A;N/A;0,688;0;0,072817143;0,015568574;0,66605235;0
1056;105;bird80;9;V79;n;r;G1/S;5,6;250kVp;2;1H;1;m;10,2;4;N/A;N/A;0,399;0,0272;0,4450493;0,01613425;0,500509932;0,013755251
1057;105;bird80;10;V79;n;r;G1/S;5,6;250kVp;2;2H;1;m;20,4;1,45;N/A;N/A;0,497;0,0523;0,4450493;0,01613425;0,552007238;0,045455118
1058;105;bird80;11;V79;n;r;G1/S;5,6;250kVp;2;2H;1;m;31;0,8;N/A;N/A;0,773;0,0461;0,4450493;0,01613425;1,002080849;0,026900903
1059;105;bird80;12;V79;n;r;G1/S;5,6;250kVp;2;2H;1;m;40;0,55;N/A;N/A;0,854;0,1153;0,4450493;0,01613425;0,684822244;0,130144995
1060;105;bird80;13;V79;n;r;G1/S;5,6;250kVp;2;3He;2;m;67;1,95;N/A;N/A;1,165;0,063;0,4450493;0,01613425;N/A;N/A
1061;105;bird80;14;V79;n;r;G1/S;5,6;250kVp;2;3He;2;m;91;1,25;N/A;N/A;1,56;0;0,4450493;0,01613425;1,545705302;0
1062;105;bird80;15;V79;n;r;G1/S;5,6;250kVp;2;3He;2;m;127;0,75;N/A;N/A;1,466;0;0,4450493;0,01613425;1,261524551;0,049054634
1063;105;bird80;16;V79;n;r;G1/S;5,6;250kVp;2;3He;2;m;170;0,46;N/A;N/A;1,427;0;0,4450493;0,01613425;1,62859696;-0,09694197
1064;106;doria12;1;V79;n;r;a;5,6;225kVp;1;1H;1;m;10;3,82;0,106;0,0339;N/A;N/A;0,096407555;0,034991658;0;0,232675154
1065;106;doria12;2;V79;n;r;a;5,6;225kVp;1;1H;1;m;14;2,45;0,106;0,0339;N/A;N/A;0,096407555;0,034991658;0,348498002;0
1066;106;doria12;3;V79;n;r;a;5,6;225kVp;1;1H;1;m;15;2,24;0,106;0,0339;N/A;N/A;0,096407555;0,034991658;0,517016343;-0,03550111
1067;106;doria12;4;V79;n;r;a;5,6;225kVp;1;1H;1;m;20;1,48;0,106;0,0339;N/A;N/A;0,096407555;0,034991658;0,432428607;0
1068;106;doria12;5;V79;n;r;a;5,6;225kVp;1;1H;1;m;28;0,9;0,106;0,0339;N/A;N/A;0,096407555;0,034991658;0,250827119;0,046708099
1069;107;hei88;1;HSF;n;h;a;6;137Cs;1;1H;1;m;10;3,82;N/A;N/A;N/A;N/A;0,213525503;0,038385622;0,338220669;0,071032681
1070;107;hei88;2;HSF;n;h;a;6;137Cs;1;2H;1;m;20;1,48;N/A;N/A;N/A;N/A;0,213525503;0,038385622;0,990015077;0
1071;107;hei88;3;HSF;n;h;a;6;137Cs;1;2H;1;m;40;0,5;N/A;N/A;N/A;N/A;0,213525503;0,038385622;1,504047681;0
1072;108;inada81;1;HMF;t;h;a;6;200kVp;1;1H;1;m;1,3;50,84;N/A;N/A;N/A;N/A;0,323226642;0,040216562;0,169972119;0,061961353
1073;108;inada81;2;HMF;t;h;a;6;200kVp;1;1H;1;m;13,5;2,57;N/A;N/A;N/A;N/A;0,323226642;0,040216562;0,265476058;0,054177933
1074;109;jeynes13;1;V79;n;r;a;5,6;300kVp;1;1H;1;m;17,6;2;0,12;0,023;0,12;0,067;0,118021376;0,0249424;0,134434978;0,061148239
1075;109;jeynes13;2;V79;n;r;a;5,6;300kVp;1;4He;2;m;123;1;0,12;0,023;1,5;0;0,118021376;0,0249424;1,334877302;-0,049222123
1076;110;ogata05;1;HT1080;t;h;a;6;4MV;1;12C;6;m;46,6;49;N/A;N/A;N/A;N/A;0,326526318;0,014091174;0,327757835;0,178208845
1077;110;ogata05;2;LM8;t;r;a;5,6;4MV;2;12C;6;m;46,6;49;N/A;N/A;N/A;N/A;0,346818374;0;0,938056034;-0,043767305
1078;111;petrovic06;1;HTB140;t;h;a;6;60Co;1;1H;1;m;1,04;62;0,0171;0,001;0,0299;0,0023;0,023361642;0,000567878;0,061160307;0,00059534
1079;112;ristic11;1;HTB140;t;h;a;6;60Co;1;1H;1;m;9,08;4,3;N/A;N/A;N/A;N/A;0,024962477;0,000525119;0,061010964;0,000581875
1080;112;ristic11;2;HTB140;t;h;a;6;60Co;1;1H;1;s;4,71;9,5;N/A;N/A;N/A;N/A;0,024962477;0,000525119;0,100952851;-0,002954214
1081;112;ristic11;3;HTB140;t;h;a;6;60Co;1;12C;6;m;415,27;2,98;N/A;N/A;N/A;N/A;0,024962477;0,000525119;0,125892016;-0,002905641
1082;113;schuff02;1;PDV;t;r;a;5,6;137Cs;1;1H;1;m;3,1;17,2;0,13;0,037;0,31;0,02;0;0,053315431;0,132459161;0,048940167
1083;113;schuff02;2;PDV;t;r;a;5,6;137Cs;1;1H;1;m;15,6;2,5;0,13;0,037;0,32;0,05;0;0,053315431;0,388387492;0,0265564
1084;113;schuff02;3;PDV;t;r;a;5,6;137Cs;1;1H;1;m;26;1,4;0,13;0,037;0,69;0,26;0;0,053315431;0,39330993;0,39569312
1085;113;schuff02;4;PDV;t;r;a;5,6;137Cs;1;6Li;3;m;100;3,58;0,13;0,037;1,47;0;0;0,053315431;1,451828767;0
1086;113;schuff02;5;PDV;t;r;a;5,6;137Cs;1;7Li;3;m;269;0,99;0,13;0,037;1,72;0;0;0,053315431;1,409784113;0
1087;113;schuff02;6;PDVC57;t;r;a;5,6;137Cs;2;1H;1;m;2,69;20,2;0,004;0,078;0,14;0,044;0;0,060238162;0;0,073815436
1088;113;schuff02;7;PDVC57;t;r;a;5,6;137Cs;2;1H;1;m;14;2,9;0,004;0,078;0,32;0,06;0;0,060238162;0,670314569;0
1089;113;schuff02;8;PDVC57;t;r;a;5,6;137Cs;2;1H;1;m;26;1,4;0,004;0,078;0,67;0,23;0;0,060238162;0;0,430820597
1090;113;schuff02;9;PDVC57;t;r;a;5,6;137Cs;2;6Li;3;m;100;3,58;0,004;0,078;1,59;0;0;0,060238162;0,928577345;0,627240268
1091;113;schuff02;10;PDVC57;t;r;a;5,6;137Cs;2;7Li;3;m;269;0,99;0,004;0,078;1,88;0;0;0,060238162;2,015665243;-0,118859823
1092;113;schuff02;11;V79;n;r;a;5,6;137Cs;3;1H;1;m;3,44;14,2;0,15;0,03;0,14;0,045;N/A;N/A;N/A;N/A
1093;114;williams78;1;H4;t;r;a;5,6;130kVp;1;1H;1;m;0,52;160;N/A;N/A;N/A;N/A;0,599419398;0;0,329175209;0,037063827
1094;114;williams78;2;HD1;t;r;a;5,6;130kVp;2;1H;1;m;0,52;160;N/A;N/A;N/A;N/A;0,01063329;0,038603663;0,084277878;0,030161065
1095;115;guan15;1;H460;t;h;a;6;137Cs;1;1H;1;s;0,9;74,9;0,29;0,083;0,268;0,097;0,440487945;0,054130166;0,22106106;0,113394464
1096;115;guan15;2;H460;t;h;a;6;137Cs;1;1H;1;s;1,2;51,8;0,29;0,083;0,226;0,112;0,440487945;0,054130166;0,196004703;0,119970721
1097;115;guan15;3;H460;t;h;a;6;137Cs;1;1H;1;s;1,6;36,6;0,29;0,083;0,151;0,134;0,440487945;0,054130166;0,281105023;0,100893791
1098;115;guan15;4;H460;t;h;a;6;137Cs;1;1H;1;s;1,8;31,3;0,29;0,083;0,15;0,134;0,440487945;0,054130166;0,201862534;0,118687899
1099;115;guan15;5;H460;t;h;a;6;137Cs;1;1H;1;s;1,9;29,2;0,29;0,083;0,166;0,134;0,440487945;0,054130166;0,232896253;0,114852776
1100;115;guan15;6;H460;t;h;a;6;137Cs;1;1H;1;s;2,3;23,2;0,29;0,083;0,137;0,146;0,440487945;0,054130166;0,284752773;0,09773859
1101;115;guan15;7;H460;t;h;a;6;137Cs;1;1H;1;s;3;16,8;0,29;0,083;0,206;0,125;0,440487945;0,054130166;0,36175258;0,076916714
1102;115;guan15;8;H460;t;h;a;6;137Cs;1;1H;1;s;5,1;8,6;0,29;0,083;0,117;0,159;0,440487945;0,054130166;0,15026087;0,148518956
1103;115;guan15;9;H460;t;h;a;6;137Cs;1;1H;1;s;10,8;3,5;0,29;0,083;0,318;0,154;0,440487945;0,054130166;0,496446011;0,101895802
1104;115;guan15;10;H460;t;h;a;6;137Cs;1;1H;1;s;15,2;2,2;0,29;0,083;0,446;0,341;0,440487945;0,054130166;0,550393157;0,290580654
1105;115;guan15;11;H460;t;h;a;6;137Cs;1;1H;1;s;17,7;1,8;0,29;0,083;0,596;0,662;0,440487945;0,054130166;0,782550961;0,550410699
1106;115;guan15;12;H460;t;h;a;6;137Cs;1;1H;1;s;19;1,6;0,29;0,083;0,883;0,956;0,440487945;0,054130166;1,409627817;0,533488499
1107;115;guan15;13;H1437;t;h;a;6;137Cs;2;1H;1;s;0,9;74,9;0,05;0,041;0,077;0,028;N/A;N/A;0,086638126;0,026409461
1108;115;guan15;14;H1437;t;h;a;6;137Cs;2;1H;1;s;1,2;51,8;0,05;0,041;0,136;0,02;N/A;N/A;0,111979168;0,026203441
1109;115;guan15;15;H1437;t;h;a;6;137Cs;2;1H;1;s;1,6;36,6;0,05;0,041;0,067;0,027;N/A;N/A;0,095683182;0,021885065
1110;115;guan15;16;H1437;t;h;a;6;137Cs;2;1H;1;s;1,8;31,3;0,05;0,041;0,059;0,038;N/A;N/A;0,108565161;0,030212767
1111;115;guan15;17;H1437;t;h;a;6;137Cs;2;1H;1;s;1,9;29,2;0,05;0,041;0,094;0,031;N/A;N/A;0,123930913;0,025979276
1112;115;guan15;18;H1437;t;h;a;6;137Cs;2;1H;1;s;2,3;23,2;0,05;0,041;0,096;0,032;N/A;N/A;0,149859887;0,024071403
1113;115;guan15;19;H1437;t;h;a;6;137Cs;2;1H;1;s;3;16,8;0,05;0,041;0,111;0,033;N/A;N/A;0,127724438;0,030105859
1114;115;guan15;20;H1437;t;h;a;6;137Cs;2;1H;1;s;5,1;8,6;0,05;0,041;0,034;0,052;N/A;N/A;0,078066403;0,044495328
1115;115;guan15;21;H1437;t;h;a;6;137Cs;2;1H;1;s;10,8;3,5;0,05;0,041;0,119;0,054;N/A;N/A;0,2594699;0,027759917
1116;115;guan15;22;H1437;t;h;a;6;137Cs;2;1H;1;s;15,2;2,2;0,05;0,041;0,18;0,095;N/A;N/A;0,259472409;0,075600208
1117;115;guan15;23;H1437;t;h;a;6;137Cs;2;1H;1;s;17,7;1,8;0,05;0,041;0,328;0,149;N/A;N/A;0,454358101;0,104690964
1118;115;guan15;24;H1437;t;h;a;6;137Cs;2;1H;1;s;19;1,6;0,05;0,041;0,36;0,272;N/A;N/A;0,353484277;0,280295159
